time,BTC Open,BTC High,BTC Low,BTC Close,BTC Volume,BTC RSI,BTC MACD,BTC Signal,ETH Open,ETH High,ETH Low,ETH Close,ETH Volume,ETH RSI,ETH MACD,ETH Signal,USDT Open,USDT High,USDT Low,USDT Close,USDT Volume,USDT RSI,USDT MACD,USDT Signal
2021-09-30 20:00:00,43545.62,43797.95,43094.68,43763.22,139.37349501,64.79296983414724,344.0666787562513,203.2417897553289,2992.5,3016.15,2954.26,3004.83,12177.4991,58.66530956319104,21.443536929349648,11.650942833075536,1.0002,1.0003,1.0,1.0,2680993.19119,47.30914939343258,-2.88951673241e-05,-5.66133334482e-05
2021-09-30 22:00:00,43761.52,43928.38,43600.19,43834.43,104.23856205,65.5117975674612,376.5820916335943,237.909850130982,3004.63,3021.6,2985.0,3000.46,8238.98686,57.874227252530574,22.17430522900713,13.755615312261856,1.0001,1.0003,1.0,1.0002,3535207.5312,56.79731559301464,-1.20961399978e-05,-4.77098947581e-05
2021-10-01 00:00:00,43835.47,44053.4,43416.9,43741.97,157.88544597,63.693405660654136,390.38986990918784,268.40585408662315,3001.14,3041.24,2998.02,3022.15,11453.53593,60.70643154269149,24.224402270288465,15.84937270386718,1.0002,1.0002,1.0,1.0001,1632310.6012,51.77691963863237,-6.7738691296e-06,-3.95226896324e-05
2021-10-01 02:00:00,43746.2,43806.06,43291.07,43625.78,107.70861988,61.38746964727635,387.49032445663033,292.2227481606246,3022.24,3029.0,2967.41,3003.13,12078.65902,57.08222270306581,24.03727713430908,17.486953589955558,1.0001,1.0001,1.0,1.0001,889843.44117,51.77691963863237,-2.5268037016e-06,-3.21235124462e-05
2021-10-01 04:00:00,43650.49,43905.21,43475.43,43864.8,98.36063191,64.25445135481712,399.86987916523503,313.7521743615467,3003.47,3020.89,2990.11,3018.04,6192.55708,59.14149057401916,24.806141747039877,18.95079122137242,1.0,1.0001,1.0,1.0001,814014.1811500001,51.77691963863237,8.294646958173502e-07,-2.55329170178e-05
2021-10-01 06:00:00,43883.73,44841.6,43747.85,44811.08,254.12717364,72.84944370053023,480.498762436473,347.101491976532,3018.13,3097.87,3005.73,3092.79,12806.25596,67.54830167052953,31.088800440808427,21.378393065259623,1.0,1.0002,1.0,1.0001,1171498.3511899998,51.77691963863237,3.449567119e-06,-1.97364201904e-05
2021-10-01 08:00:00,44829.26,45021.97,44726.3,44922.17,148.84099333,73.65045140876049,547.0556508975715,387.0923237607399,3092.66,3136.0,3092.66,3115.66,9991.41244,69.60864006156285,37.48121052349552,24.598956556906803,1.0002,1.0003,1.0001,1.0002,2576127.2411900004,56.9010016413538,1.34402505891e-05,-1.31010860345e-05
2021-10-01 10:00:00,44945.3,47800.0,44854.12,47492.29,821.37953743,84.81344015060314,797.9909264622765,469.2720443010472,3115.8,3250.0,3107.05,3236.76,28971.70237,77.68698023261776,51.722771579463824,30.023719561418208,1.0001,1.0003,1.0,1.0002,4691655.2612,56.90100164135381,2.11145438993e-05,-6.2579600477e-06
2021-10-01 12:00:00,47530.0,47911.47,46980.74,47013.31,482.97065316,78.1671366022462,947.28949362594,564.8755341660258,3236.41,3281.5,3200.01,3201.09,23376.27948,71.6459976077768,59.445786405884064,35.90813293031138,1.0003,1.0003,1.0002,1.0003,2414088.0712,61.629545610787424,3.48637532572e-05,1.9663826132e-06
2021-10-01 14:00:00,47009.86,47518.43,46726.35,47370.27,468.91517926,79.45902053889702,1081.9414252370552,668.2887123802317,3201.75,3242.0,3175.47,3236.8,20173.21989,73.8392143520072,67.66779760714326,42.26006586567776,1.0002,1.0004,1.0002,1.0004,5079890.791199999,65.68407663071356,5.3215826079e-05,1.22162713063e-05
2021-10-01 16:00:00,47399.0,47883.19,47254.09,47647.89,254.31782778,80.42895565274874,1197.2544608271055,774.0818620696065,3237.0,3286.53,3225.02,3278.65,20492.37662,76.16599041053536,76.67686282058366,49.143425256658944,1.0004,1.0005,1.0003,1.0005,2816289.2712,69.19012791080772,7.49649905282e-05,2.47660151507e-05
2021-10-01 18:00:00,47655.37,48236.08,47475.25,48046.25,342.790304,81.75989574381609,1305.7335119494892,880.412192045583,3278.6,3320.0,3252.86,3299.01,21912.37351,77.2271674661399,84.48559638871438,56.21185948307003,1.0005,1.0005,1.0004,1.0005,2803253.8912000004,69.19012791080772,9.11506322986e-05,3.80429385803e-05
2021-10-01 20:00:00,48058.24,48466.16,47760.1,48368.75,213.98710289,82.78082472337896,1401.570563262474,984.6438662889612,3299.2,3337.15,3279.0,3326.47,20424.45928,78.61041690862936,91.83129253025618,63.33574609250726,1.0005,1.0006,1.0004,1.0005,3303242.2412,69.19012791080772,0.0001027929370214,5.09929382685e-05
2021-10-01 22:00:00,48416.23,48500.0,47756.69,48171.86,95.58879581,79.84262283309629,1444.977933228343,1076.7106796768376,3326.52,3327.98,3272.19,3311.16,13162.69624,75.8443294438434,95.31864657242976,69.73232618849175,1.0006,1.0006,1.0004,1.0005,2592241.48119,69.19012791080772,0.0001107429713538,6.29429448856e-05
2021-10-02 00:00:00,48185.61,48259.57,47634.59,47769.67,157.56119877,74.05996271950683,1430.4360386633923,1147.4557514741489,3311.2,3344.6,3275.28,3297.5,14844.20461,73.36389152931064,95.87496502060048,74.9608539549135,1.0005,1.0005,1.0004,1.0005,1448819.8912,69.19012791080772,0.0001157096025674,7.34962764219e-05
2021-10-02 02:00:00,47739.63,47900.03,47470.43,47543.44,60.59061965,70.94729800548785,1384.6947134211878,1194.9035438635565,3297.0,3311.24,3262.2,3268.16,9395.00017,68.20434668041416,92.87772203816348,78.5442275715635,1.0005,1.0005,1.0004,1.0005,1512047.3712,69.19012791080772,0.0001182822098992,8.24534631174e-05
2021-10-02 04:00:00,47552.89,47839.0,47468.15,47772.92,169.53745517,72.22261891288717,1351.383592921782,1226.1995536752015,3268.01,3299.5,3258.94,3281.46,5960.32314,69.25973633998704,90.53198782641766,80.94177962253433,1.0005,1.0005,1.0004,1.0004,1105578.15119,59.67861861479232,0.0001109726320549,8.81572969049e-05
2021-10-02 06:00:00,47774.25,47935.26,47690.56,47767.63,67.82240728,72.14399970199104,1309.462759562739,1242.852194852709,3281.5,3294.2,3272.98,3281.5,4799.81923,69.26304078870373,87.66564919526127,82.28655353707971,1.0005,1.0005,1.0004,1.0005,508559.55117,64.8781830201711,0.0001119583174242,9.29175010088e-05
2021-10-02 08:00:00,47760.98,47926.16,47541.45,47744.95,58.36605871,71.78321309837473,1259.8869185029398,1246.259139582755,3281.38,3320.0,3267.0,3301.56,3607.99535,70.94959109051845,86.02113147346927,83.03346912435762,1.0004,1.0005,1.0004,1.0004,553069.6211999999,56.96702942215988,0.0001034774918027,9.50294991675e-05
2021-10-02 10:00:00,47747.14,47803.47,47517.73,47720.72,79.16076267,71.37255867915448,1204.754884413327,1237.9582885488696,3301.95,3301.98,3270.01,3299.0,5131.78617,70.41856083850077,83.54817734416247,83.1364107683186,1.0005,1.0005,1.0004,1.0005,616205.2611499999,61.962107369023606,0.0001036309476056,9.67497888552e-05
2021-10-02 12:00:00,47720.72,48361.83,47650.26,47853.57,287.18633137,72.30796709688403,1158.428591215903,1222.0523490822764,3299.0,3350.0,3288.88,3317.16,9977.77248,72.01849111947871,82.10722265773529,82.93057314620194,1.0005,1.0005,1.0004,1.0004,1246897.73118,55.07720875782229,9.45929890741e-05,9.63184288989e-05
2021-10-02 14:00:00,47853.51,48149.0,47829.65,47882.89,115.78288389,72.52137028492601,1111.2705143094718,1199.8959821277151,3317.16,3399.89,3316.0,3388.52,17659.03964,77.2300487096764,85.73511032326678,83.49148058161491,1.0005,1.0006,1.0004,1.0006,1743650.6712,63.75217833940636,0.0001023884006055,9.75324232402e-05
2021-10-02 16:00:00,47900.59,48079.0,47677.27,47905.57,118.48781107,72.69664763778826,1063.4684823821008,1172.6104821785923,3388.51,3449.5,3373.29,3430.54,24792.53929,79.63529931647727,90.9524569521218,84.98367585571629,1.0006,1.0006,1.0003,1.0004,4218947.5812,52.77660197587258,9.13746814281e-05,9.63008748778e-05
2021-10-02 18:00:00,47909.33,48297.16,47762.19,48274.06,86.55717459,75.43798261831458,1043.29266269676,1146.746918282226,3430.54,3468.07,3413.61,3468.07,18474.36617,81.51357118439017,96.99747260775348,87.38643520612372,1.0004,1.0005,1.0003,1.0004,3027256.4012,52.77660197587257,8.17043922556e-05,9.33815783534e-05
2021-10-02 20:00:00,48276.12,48276.12,47913.81,48159.15,52.87151377,72.97732671854907,1006.429411801444,1118.6834169860697,3468.0,3469.95,3422.38,3448.97,14293.50753,77.59134023514922,99.10456495780365,89.7300611564597,1.0005,1.0006,1.0004,1.0005,1754995.6312000002,57.06309762954271,8.11740586617e-05,9.0940074415e-05
2021-10-02 22:00:00,48156.78,48301.0,47549.64,47685.8,107.91980973,63.752331825063614,928.3185524184884,1080.6104440725535,3448.99,3469.64,3366.49,3387.82,15842.04507,66.55049527816104,94.74796135789666,90.73364119674709,1.0006,1.0006,1.0005,1.0006,1853372.1512,60.88655222199712,8.78107026134e-05,9.03142000547e-05
2021-10-03 00:00:00,47644.63,47823.32,47119.87,47564.23,180.49769923,61.59866651223031,846.8435651250838,1033.8570682830596,3388.67,3413.57,3343.36,3390.08,14742.76536,66.7388700407844,90.43520399206773,90.6739537558112,1.0006,1.0006,1.0005,1.0006,1478378.5212,60.88655222199712,9.20096606653e-05,9.06532921768e-05
2021-10-03 02:00:00,47536.34,47975.22,47523.36,47943.81,25.96310075,65.51576363943366,803.6391327427846,987.8134811750044,3389.56,3425.97,3382.38,3407.21,10640.49155,68.20065924489663,87.39215814713498,90.01759463407596,1.0005,1.0007,1.0005,1.0007,1968590.21117,64.54786620050689,0.0001022281074507,9.29682552316e-05
2021-10-03 04:00:00,47940.56,48132.18,47823.99,48026.48,42.87097416,66.3215128866934,767.2259833521748,943.6959816104386,3406.46,3426.05,3394.26,3418.37,8026.94383,69.15185163470414,84.90233979971345,88.99454366720346,1.0007,1.0007,1.0003,1.0003,1628283.52117,45.99940875217585,7.71601884654e-05,8.98066418784e-05
2021-10-03 06:00:00,48024.01,48081.38,47834.4,47917.81,38.41158514,64.19803641709665,721.2850146461133,899.2137882175736,3418.38,3419.75,3390.26,3393.4,6364.13108,64.50276525988562,79.99217055544068,87.1940690448509,1.0004,1.0004,1.0002,1.0002,1483248.00118,42.69617314749596,4.86635546341e-05,8.15780244295e-05
2021-10-03 08:00:00,47922.32,48006.77,47652.3,47830.87,35.81898052,62.47461583662689,670.136221333436,853.398274840746,3393.41,3416.21,3371.55,3391.97,8043.5447,64.23641857271676,75.11950609846963,84.77915645557465,1.0003,1.0005,1.0002,1.0005,1071016.6811799998,53.48725950610802,4.9714185625e-05,7.52052566686e-05
2021-10-03 10:00:00,47857.56,48063.22,47766.68,48023.67,43.83309273,64.73550501882681,637.8055573837992,810.2797313493567,3391.96,3423.43,3379.49,3416.3,5678.76306,66.75192928107963,72.38668344872349,82.30066185420442,1.0005,1.0005,1.0004,1.0005,438636.05119,53.48725950610801,4.99707861378e-05,7.01583625625e-05
2021-10-03 12:00:00,48018.34,48175.52,47848.72,48091.25,48.50786027,65.51969461060364,610.5978228661843,770.3433496527222,3415.72,3448.15,3404.24,3439.44,7940.69362,68.98624935289527,71.26658953853803,80.09384739107114,1.0005,1.0005,1.0004,1.0005,1400566.42119,53.48725950610801,4.96023587774e-05,6.60471618055e-05
2021-10-03 14:00:00,48092.73,48135.29,47826.52,47912.42,40.37472529,61.61508744705333,568.0572009749885,729.8861199171754,3439.15,3442.65,3393.88,3406.42,7657.5488,62.52884823967544,66.94279414407902,77.46363674167272,1.0005,1.0006,1.0004,1.0006,1406778.4612,56.86873708676952,5.67256437939e-05,6.41828582032e-05
2021-10-03 16:00:00,47912.37,49225.55,47858.2,48916.8,189.80063896,71.7851838540081,608.375549054821,705.5840057447045,3406.78,3483.3,3402.96,3465.75,13564.98626,68.27501940280015,67.52520180774673,75.47594975488752,1.0006,1.0006,1.0004,1.0004,2453494.8712,49.169540441678905,4.57057030656e-05,6.04874271756e-05
2021-10-03 18:00:00,48936.5,49213.42,48597.88,48818.68,197.85370215,69.83846442730419,625.2037072477979,689.5079460453233,3465.76,3489.18,3440.98,3469.17,14815.96417,68.5741801257002,67.48480665184252,73.87772113427852,1.0005,1.0005,1.0004,1.0005,1640171.3712,52.62329424119878,4.45281916339e-05,5.72955800673e-05
2021-10-03 20:00:00,48841.41,48852.33,47609.09,47795.45,228.51911623,53.53422701685064,549.6381479146803,661.5339864191947,3469.63,3474.97,3382.61,3393.86,15922.99036,56.04196624953958,60.6764650721243,71.23746992184768,1.0005,1.0006,1.0004,1.0006,1845158.6312,55.853625542255536,5.10754041402e-05,5.60515448819e-05
2021-10-03 22:00:00,47760.19,48349.0,47740.03,48235.93,92.15149327,58.072045285295616,519.3086852130727,633.0889261779703,3393.98,3440.0,3390.11,3420.07,10872.24019,58.85990482891378,56.74165084217884,68.33830610591392,1.0005,1.0007,1.0005,1.0006,1558162.0312,55.853625542255536,5.56229307004e-05,5.59658220456e-05
2021-10-04 00:00:00,48231.04,48323.59,47766.05,47844.33,125.47996089,53.10654351282051,458.389491527043,598.1490392477848,3419.63,3428.24,3352.36,3376.27,12349.48723,52.77173937336471,49.51817358689732,64.5742796021106,1.0006,1.0007,1.0005,1.0006,3676036.1512,55.853625542255536,5.85519280831e-05,5.64830432531e-05
2021-10-04 02:00:00,47844.33,47903.34,47386.42,47519.58,105.84408891,49.33884488655652,379.5309837499372,554.4254281482152,3376.87,3382.33,3325.03,3336.96,11717.27534,47.975508359644046,40.158603958549975,59.69114447339847,1.0006,1.0006,1.0005,1.0006,2456860.4212,55.853625542255536,6.01794681625e-05,5.7222328235e-05
2021-10-04 04:00:00,47480.0,47882.45,47242.23,47810.49,94.9473071,52.584082167848536,336.6286088960769,510.8660642977876,3337.02,3373.51,3324.13,3366.09,10295.59965,51.49369595465346,34.691720586385145,54.69125969599581,1.0006,1.0006,1.0005,1.0006,1525645.6412,55.85362554225553,6.07688004963e-05,5.79316226872e-05
2021-10-04 06:00:00,47810.03,47864.62,47580.75,47864.62,105.30893639,53.185007328936486,303.49747635933454,469.392346710097,3365.52,3382.06,3336.51,3378.34,5990.13623,52.93510914228113,30.99041058726607,49.95108987424986,1.0006,1.0006,1.0005,1.0005,732933.22119,50.83306804352039,5.25607981882e-05,5.68574577874e-05
2021-10-04 08:00:00,47866.6,47961.19,47500.02,47747.71,214.65786438,51.66212342526876,264.7552217922712,428.4649217265318,3378.4,3385.0,3337.33,3354.05,5950.11714,49.7765349872634,25.79969294593593,45.12081048858708,1.0005,1.0006,1.0004,1.0005,579976.5011700001,50.83306804352039,4.55310436939e-05,5.45921749687e-05
2021-10-04 10:00:00,47747.71,47774.24,47400.0,47619.11,120.70186345,49.96725097231224,221.1257605583305,386.9970894928916,3354.05,3359.6,3294.69,3313.92,9147.99185,44.999272686801085,18.23762421901438,39.74417323467254,1.0004,1.0005,1.0003,1.0004,1772614.1811699998,46.0340825702724,3.15273210138e-05,4.99792041777e-05
2021-10-04 12:00:00,47611.76,48163.32,47463.42,48163.32,144.11474764,56.47477820052851,227.835946080937,355.16486081050067,3314.03,3397.95,3299.25,3389.42,12597.44307,53.953248176240514,18.127882347847844,35.4209150573076,1.0004,1.0004,1.0003,1.0004,3584309.01119,46.0340825702724,2.0196457706e-05,4.40226548834e-05
2021-10-04 14:00:00,48159.87,48524.4,46900.0,47828.55,618.51869632,51.99470182214738,203.79149375727135,324.8901873998548,3389.83,3426.0,3269.67,3324.19,31276.31388,46.85588932613079,12.631783932001326,30.86308883224634,1.0004,1.0004,1.0003,1.0003,3388060.3212,41.49122862010381,3.1116336589e-06,3.58404506385e-05
2021-10-04 16:00:00,47776.31,49494.09,47736.37,49283.06,455.28018626,64.98981687888546,298.6601251987522,319.6441749596343,3323.67,3419.41,3312.4,3412.54,24764.96699,55.41141530633271,15.229635213807796,27.73639810855863,1.0003,1.0004,1.0003,1.0003,3959357.2512,41.49122862010381,-1.03093724592e-05,2.66104860189e-05
2021-10-04 18:00:00,49348.79,49530.53,48883.42,49403.87,411.98919741,65.81750286075909,379.22113131161314,331.5595662300301,3412.52,3438.91,3393.01,3418.29,18513.4877,55.90890991765829,17.550121144410696,25.69914271572905,1.0003,1.0004,1.0003,1.0004,7090525.0812,47.49990406069245,-1.27297120398e-05,1.87424464072e-05
2021-10-04 20:00:00,49424.19,49499.98,48575.0,48949.5,229.14341772,60.06587868786969,401.7710804734088,345.6018690787058,3417.65,3424.44,3370.15,3396.95,10896.73199,53.52214598936162,17.465828114035048,24.052479795390248,1.0004,1.0005,1.0001,1.0004,8730937.6412,47.49990406069245,-1.44809215454e-05,1.20977728166e-05
2021-10-04 22:00:00,48949.0,49467.88,48714.58,49242.14,111.82726668,62.34803539967584,438.2043331731256,364.12236189758977,3397.06,3410.0,3356.33,3387.2,10330.09013,52.421040415223,16.422968012013826,22.526577438714963,1.0004,1.0005,1.0002,1.0005,4990384.1712,53.08739329843398,-7.7107190608e-06,8.1360744411e-06
2021-10-05 00:00:00,49283.89,49811.0,49075.0,49279.62,150.07080872,62.64249772645904,464.7449803518393,384.2468855884397,3386.9,3418.75,3365.34,3387.97,10370.27269,52.50414441965152,15.480180547330292,21.117298060438028,1.0005,1.0005,1.0002,1.0003,3381909.9812000003,43.18752164929682,-1.82729738769e-05,2.8542647775e-06
2021-10-05 02:00:00,49291.58,49510.57,49079.66,49320.0,49.93928686,62.97842740642537,483.4638921830047,404.0902869073527,3387.84,3399.57,3372.26,3388.54,7605.15586,52.57018748641171,14.610587171326642,19.81595588261575,1.0002,1.0004,1.0002,1.0004,3094755.20119,48.37170804388951,-1.83627977485e-05,-1.3891477276e-06
2021-10-05 04:00:00,49323.86,49437.98,49096.84,49354.09,67.29999086,63.27864395313198,495.33957647029456,422.340144819941,3388.32,3397.04,3365.36,3384.4,7411.71039,52.00456952640964,13.432522991593489,18.5392693044113,1.0004,1.0004,1.0002,1.0003,2614865.5512,44.04354308339062,-2.62011179015e-05,-6.3515417624e-06
2021-10-05 06:00:00,49336.06,49684.0,49273.54,49485.98,94.45664254,64.47879792612903,509.5201316643797,439.7761421888288,3384.39,3405.55,3380.0,3389.58,7530.78068,52.69044711273709,12.769680423522004,17.38535152823344,1.0003,1.0003,1.0002,1.0002,1029969.04118,40.17251691240029,-4.00208716635e-05,-1.30854077426e-05
2021-10-05 08:00:00,49505.22,50398.1,49427.04,50310.35,306.80677195,70.88414658998086,580.5854654299546,467.93800683705393,3389.35,3452.03,3381.09,3450.22,11727.79585,59.91262885246007,16.942214816930573,17.296724185972867,1.0002,1.0003,1.0002,1.0003,1215204.35112,45.34564591336829,-4.24150277826e-05,-1.89513317506e-05
2021-10-05 10:00:00,50287.36,50400.0,49837.35,49901.19,138.90865979,64.652587654886,597.0075307399602,493.7519116176352,3450.25,3476.03,3427.99,3447.27,14020.26045,59.43726528337234,19.782893161431275,17.793957981064548,1.0003,1.0003,1.0002,1.0002,1312313.2911899998,41.48281678592695,-5.17846369612e-05,-2.55179927927e-05
2021-10-05 12:00:00,49901.19,50334.67,49748.84,50239.71,143.20200396,67.22020154441779,630.074761045631,521.0164815032343,3447.0,3464.98,3435.19,3459.27,11224.7549,60.79977616517017,22.74031473434252,18.783229331720143,1.0003,1.0004,1.0002,1.0004,5462144.4212,50.55491444718076,-4.25809445858e-05,-2.89305831513e-05
2021-10-05 14:00:00,50235.51,50377.0,49613.0,49792.65,202.13175354,60.92599637374661,613.1388900766178,539.4409632179111,3459.02,3471.52,3416.99,3419.01,16505.27949,54.21948178983267,21.586610100761845,19.343905485528484,1.0004,1.0012,1.0003,1.0005,23431617.1212,54.364532982144205,-2.69076135841e-05,-2.85259892379e-05
2021-10-05 16:00:00,49807.25,50239.87,49655.97,50173.91,139.77886239,64.0201413000488,623.2966106555832,556.2120927054455,3419.18,3442.06,3409.18,3435.52,9566.66995,56.30783930980128,21.75374624139522,19.825873636701832,1.0004,1.0005,1.0003,1.0005,6572288.4212,54.364532982144205,-1.4321298827e-05,-2.56850511557e-05
2021-10-05 18:00:00,50185.32,51416.56,50175.67,51220.53,364.80084614,70.84531313338263,707.6428975974413,586.4982536838446,3435.2,3499.0,3434.89,3492.87,20191.84553,62.6768686768557,26.21171619498091,21.10304214835765,1.0005,1.0007,1.0004,1.0004,6729679.0412,49.905165852045954,-1.22742283041e-05,-2.30028865854e-05
2021-10-05 20:00:00,51231.48,51914.68,51114.62,51780.5,470.1790291,73.7179086084076,810.3318358271354,631.2649701125027,3493.04,3543.07,3490.99,3540.29,30674.03761,66.96490189295395,33.18851070340315,23.52013585936675,1.0004,1.0006,1.0003,1.0005,7359976.0612,53.9712075803151,-2.5533128997e-06,-1.89129718483e-05
2021-10-05 22:00:00,51763.55,51804.85,51349.91,51501.19,79.02178718,70.01240294019446,859.2704417241621,676.8660644348346,3539.72,3547.88,3499.47,3515.3,16256.11991,62.865842615857694,36.282939327341865,26.072696552961773,1.0005,1.0008,1.0004,1.0007,3191075.3712,60.82059059376731,2.10463024501e-05,-1.09211169886e-05
2021-10-06 00:00:00,51521.89,51535.49,50914.4,51316.84,135.58829269,67.59724888729028,873.1144156694209,716.1157346817519,3517.26,3539.32,3475.32,3496.05,12309.56745,59.82783132564554,36.7582558922245,28.20980842081432,1.0007,1.0007,1.0005,1.0006,4522957.111200001,56.30876252207116,3.13189776963e-05,-2.4730980516e-06
2021-10-06 02:00:00,51293.13,51649.97,51183.08,51564.33,67.30539735,69.13651603476214,893.7536041943968,751.6433085842808,3496.04,3507.88,3477.22,3488.64,8078.33537,58.65283685604192,36.1206462961386,29.791975995879177,1.0006,1.0006,1.0005,1.0006,2686701.6012000004,56.30876252207116,3.90104585568e-05,5.82361327e-06
2021-10-06 04:00:00,51550.08,51850.0,51228.62,51568.98,112.24421715,69.16615341439673,900.1096225066212,781.3365713687489,3488.82,3500.0,3457.03,3494.17,10522.22155,59.29532986768275,35.65060292261069,30.96370138122548,1.0005,1.0006,1.0004,1.0006,9736965.4412,56.30876252207116,4.45919839195e-05,1.35772873999e-05
2021-10-06 06:00:00,51520.51,51743.4,51215.0,51475.79,223.5705125,67.76178601058832,887.3977893038755,802.5488149557742,3493.96,3502.1,3438.25,3457.5,7268.4052,53.3727278223642,31.95081847984557,31.161124800949494,1.0006,1.0006,1.0004,1.0005,4054372.7412,51.5340197629855,4.0479595142e-05,1.89577489483e-05
2021-10-06 08:00:00,51479.93,51511.65,50428.64,50714.25,463.87851782,57.48916613945829,806.5759508766059,803.3542421399405,3457.63,3460.69,3342.16,3364.5,19358.39637,41.93322708174574,21.26921165454678,29.18274217166896,1.0004,1.0005,1.0004,1.0005,4157432.0212,51.53401976298551,3.67963321952e-05,2.25254655977e-05
2021-10-06 10:00:00,50695.92,51493.76,50653.52,51337.64,146.83578077,62.50070672168312,783.7913657740282,799.441666866758,3364.49,3410.61,3353.69,3382.75,11803.1998,44.44940302117781,14.113887655756573,26.16897126848648,1.0004,1.0006,1.0004,1.0004,4381723.7112,46.91978800814674,2.55140454739e-05,2.31231815729e-05
2021-10-06 12:00:00,51293.92,55499.96,51284.15,53982.35,1406.7159905,75.62781373432,967.982116867177,833.1497568668418,3383.21,3625.0,3375.7,3580.0,41962.71669,63.07392937763834,24.082065290257106,25.751590072840607,1.0004,1.0005,0.9997,1.0001,9806895.6912,36.39237387826922,-7.5477352392e-06,1.69889982105e-05
2021-10-06 14:00:00,53982.35,55170.0,53748.47,55030.89,816.33584814,78.79691823048827,1184.9041911781387,903.5006437291012,3580.0,3632.44,3547.7,3614.2,34960.18342,65.24939702323918,34.345656709991545,27.470403400270797,1.0,1.0002,1.0,1.0002,6777301.0612,41.13365964793472,-2.53876177322e-05,8.5136750219e-06
2021-10-06 16:00:00,54982.23,55065.52,54464.02,54602.84,417.71693683,74.53600802186726,1307.207762889826,984.242067561246,3613.79,3622.86,3555.46,3578.95,24707.26896,61.24438772572572,39.1835627316068,29.813035266537995,1.0002,1.0004,1.0001,1.0004,5583132.1812,49.27706412324586,-2.31210001104e-05,2.1867399954e-06
